,winery,vintage,variety,designation,release_price,rating,title,source,category,AVA,region,province,country,description
1040,Patricia Green,2016,Chardonnay,Durant Vineyard,$42,92,Patricia Green 2016 Chardonnay Dundee Hills Durant Vineyard,"Wine Spectator Magazine Issue Aug 31, 2018",,Dundee Hills,Willamette Valley,Oregon,US,"Supple and elegantly layered, with floral pear, lemon curd and spice flavors that linger plushly on the finish. Drink now through 2021. 300 cases made."
1041,Adelsheim,2016,Chardonnay,Staking Claim,$40,91,Adelsheim 2016 Chardonnay Chehalem Mountains Staking Claim,"Wine Spectator Magazine Issue Jul 31, 2018",,Chehalem Mountains,Willamette Valley,Oregon,US,"A spirited white, still youthful, with vibrant citrus, mineral and spice details that take on richness along the finish. Drink now through 2022. 737 cases made."
1042,Adelsheim,2016,Chardonnay,Ribbon Springs Vineyard,$50,91,Adelsheim 2016 Chardonnay Ribbon Ridge Ribbon Springs Vineyard,"Wine Spectator Magazine Issue Oct 15, 2019",,Ribbon Ridge,Willamette Valley,Oregon,US,"Graceful and focused, with floral apple and Asian pear flavors that build toward sleek and steely tannins. Drink now. 175 cases made."
1043,Alexana,2016,Chardonnay,Terroir Series,$35,91,Alexana 2016 Chardonnay Willamette Valley Terroir Series,"Wine Spectator Magazine Issue Oct 15, 2019",,Willamette Valley,Willamette Valley,Oregon,US,"Graceful and sleekly complex, with vibrant star fruit, spice and flint accents that glide on a lingering finish. Drink now through 2020. 2,468 cases made."
1044,Antica Terra,2016,Chardonnay,Aequorin,$125,91,Antica Terra 2016 Chardonnay Willamette Valley Aequorin,Wine Spectator Magazine Issue Web Only - 2019,,Willamette Valley,Willamette Valley,Oregon,US,"Plush and pretty, buoyed by an elegant structure that offers lively tropical fruit, pear and delicate spice flavors that linger on the finish. Drink now through 2022. 220 cases made."
1045,Antica Terra,2016,Chardonnay,Aurata,$110,91,Antica Terra 2016 Chardonnay Willamette Valley Aurata,"Wine Spectator Magazine Issue Sep 30, 2020",,Willamette Valley,Willamette Valley,Oregon,US,"Silky and elegantly layered, offering refined pineapple and pear flavors laced with cinnamon and spice notes, lingering on the supple finish. Drink now through 2021. 94 cases made."
1046,Argyle,2016,Chardonnay,Spirithouse Master Series,$60,91,Argyle 2016 Chardonnay Dundee Hills Spirithouse Master Series,"Wine Spectator Magazine Issue Dec 15, 2018",,Dundee Hills,Willamette Valley,Oregon,US,"Focused and vibrant, with expressive pear, lemon curd and spice flavors that build momentum on the finish. Drink now through 2022. 250 cases made."
1047,Argyle,2016,Chardonnay,Nuthouse Master Series,$40,91,Argyle 2016 Chardonnay Eola-Amity Hills Nuthouse Master Series,"Wine Spectator Magazine Issue Dec 15, 2018",,Eola-Amity Hills,Willamette Valley,Oregon,US,"Vibrant and graceful, with crisp pear and lemon flavors accented by apricot and spice notes that linger. Drink now through 2021. 250 cases made."
1048,Bergström,2016,Chardonnay,Sigrid,$100,91,Bergström 2016 Chardonnay Willamette Valley Sigrid,"Wine Spectator Magazine Issue Nov 15, 2018",,Willamette Valley,Willamette Valley,Oregon,US,"Refined and sleek, with lush pear and quince flavors accented by toasted spice notes that build richness and complexity on the long finish. Drink now through 2020. 1,000 cases made."
1049,Carabella,2016,Chardonnay,Dijon 76,$32,91,Carabella 2016 Chardonnay Chehalem Mountains Dijon 76,"Wine Spectator Magazine Issue Feb 28, 2019",,Chehalem Mountains,Willamette Valley,Oregon,US,"Distinctive, with smoky, flinty aromas and tightly focused lemon and lime flavors that finish on a vibrant, mineral note. Drink now through 2021. 300 cases made."
1050,Domaine Serene,2016,Chardonnay,Clos de Lune Vineyard,$75,91,Domaine Serene 2016 Chardonnay Dundee Hills Clos de Lune Vineyard,"Wine Spectator Magazine Issue Dec 15, 2018",,Dundee Hills,Willamette Valley,Oregon,US,"Seamless and sleek, with floral apple and Meyer lemon flavors accented by toasted spice and orange zest notes. Drink now through 2021. 198 cases made."
1051,Drouhin Oregon Roserock,2016,Chardonnay,,$35,91,Drouhin Oregon Roserock 2016 Chardonnay Eola-Amity Hills,"Wine Spectator Magazine Issue Nov 15, 2018",,Eola-Amity Hills,Willamette Valley,Oregon,US,"Polished and refined, with expressive apple, ripe cantaloupe and spice flavors that take on richness on the long finish. Drink now through 2020. 2,866 cases made."
1052,Roco,2016,Chardonnay,RMS,$65,91,Roco 2016 Brut Willamette Valley RMS,Wine Spectator Magazine Issue Web Only - 2019,Sparkling,Willamette Valley,Willamette Valley,Oregon,US,"Precise and polished, with elegantly layered Asian pear, cinnamon brioche and roasted nut flavors that dance on an alluring finish. Drink now. 142 cases made."
1053,Archery Summit,2016,Chardonnay,,$45,90,Archery Summit 2016 Chardonnay Eola-Amity Hills,Wine Spectator Magazine Issue Web Only - 2019,,Eola-Amity Hills,Willamette Valley,Oregon,US,"Refined and well-knit, with snappy pear and lemon zest flavors accented by spice and cinnamon notes. Drink now. 721 cases made."
1054,Arterberry Maresh,2016,Chardonnay,Dux Vineyard,$65,90,Arterberry Maresh 2016 Chardonnay Dundee Hills Dux Vineyard,"Wine Spectator Magazine Issue Sep 30, 2019",,Dundee Hills,Willamette Valley,Oregon,US,"Steely and crisp, with lithe apple, lemon and mineral accents, finishing on a vibrant note. Drink now through 2020."
1055,Bergström,2016,Chardonnay,Old Stones,$37,90,Bergström 2016 Chardonnay Willamette Valley Old Stones,"Wine Spectator Magazine Issue Nov 15, 2018",,Willamette Valley,Willamette Valley,Oregon,US,"Crisp and vibrant, with lively accents of crushed stone, pear and star fruit that finish with a clean snap. Drink now through 2020. 800 cases made."
1056,Bethel Heights,2016,Chardonnay,,$32,90,Bethel Heights 2016 Chardonnay Eola-Amity Hills,Wine Spectator Magazine Issue Web Only - 2019,,Eola-Amity Hills,Willamette Valley,Oregon,US,"Elegant and layered, with aromas of vibrant apple and toasty lees that open to lively and crisp flavors, finishing with zesty acidity. Drink now. 455 cases made."
1057,Brick House,2016,Chardonnay,,$26,90,Brick House 2016 Chardonnay Ribbon Ridge,"Wine Spectator Magazine Issue Dec 31, 2018",,Ribbon Ridge,Willamette Valley,Oregon,US,"Refined and harmonious, with pretty pear and toasted spice flavors that glide on the long, elegant finish. Drink now through 2022. 340 cases made."
1058,Domaine Drouhin,2016,Chardonnay,Arthur,$35,90,Domaine Drouhin 2016 Chardonnay Dundee Hills Arthur,"Wine Spectator Magazine Issue Nov 15, 2018",,Dundee Hills,Willamette Valley,Oregon,US,"Elegant and refined, with sleek mineral, apple and toasted spice flavors that end on a vibrant note. Drink now through 2020. 3,375 cases made."
1059,Domaine Serene,2016,Chardonnay,Côte Sud Vineyard,$80,90,Domaine Serene 2016 Chardonnay Dundee Hills Côte Sud Vineyard,"Wine Spectator Magazine Issue Oct 15, 2019",,Dundee Hills,Willamette Valley,Oregon,US,"Svelte and polished, with delicate pear and star fruit flavors, accented by lingering spice notes. Drink now through 2022. 225 cases made."
1060,Erath,2016,Chardonnay,Willakia Vineyard,$35,90,Erath 2016 Chardonnay Eola-Amity Hills Willakia Vineyard,"Wine Spectator Magazine Issue Feb 28, 2019",,Eola-Amity Hills,Willamette Valley,Oregon,US,"Delicate yet expressive, with elegant apple, spice and Meyer lemon flavors that linger on the finish. Drink now. 3,400 cases made."
1061,Eyrie,2016,Chardonnay,,$27,90,Eyrie 2016 Chardonnay Dundee Hills,"Wine Spectator Magazine Issue Mar 31, 2018",,Dundee Hills,Willamette Valley,Oregon,US,"Expressive and zesty, with medium-bodied pear and tangerine flavors accented by spice and clotted cream notes. Drink now. 435 cases made."
1062,Eyrie,2016,Chardonnay,Original Vines,$60,90,Eyrie 2016 Chardonnay Dundee Hills Original Vines,Wine Spectator Magazine Issue Web Only - 2019,,Dundee Hills,Willamette Valley,Oregon,US,"Fresh and lively, with floral tropical fruit aromas that open to elegant pear and baking spice flavors. Drink now through 2021. 200 cases made."
1063,Fairsing,2016,Chardonnay,,$42,90,Fairsing 2016 Chardonnay Yamhill-Carlton District,Wine Spectator Magazine Issue Web Only - 2019,,Yamhill-Carlton District,Willamette Valley,Oregon,US,"Tightly focused and lively, with floral citrus and lemon verbena notes that dance lightly toward the finish. Drink now. 510 cases made."
1064,Knudsen,2016,Chardonnay,,$45,90,Knudsen 2016 Chardonnay Dundee Hills,"Wine Spectator Magazine Issue Aug 31, 2018",,Dundee Hills,Willamette Valley,Oregon,US,"Vibrant and fresh, with lively apple and spice flavors that take on richness on the finish. Drink now. 320 cases made."
1065,Ponzi,2016,Chardonnay,Reserve,$42,90,Ponzi 2016 Chardonnay Willamette Valley Reserve,"Wine Spectator Magazine Issue Mar 31, 2020",,Willamette Valley,Willamette Valley,Oregon,US,"Polished and pretty, with elegantly layered pear and tropical fruit accents that take on zesty spice notes on the finish. Drink now. 1,359 cases made."
1066,Stoller,2016,Chardonnay,Reserve,$35,90,Stoller 2016 Chardonnay Dundee Hills Reserve,"Wine Spectator Magazine Issue Feb 28, 2019",,Dundee Hills,Willamette Valley,Oregon,US,"Vibrant and fresh, with generous tropical fruit and pear flavors accented by mineral and spice notes. Drink now. 1,700 cases made."
1067,Toil Oregon,2016,Chardonnay,,$45,90,Toil Oregon 2016 Chardonnay Oregon,"Wine Spectator Magazine Issue Dec 15, 2018",,,,Oregon,US,"Refined and expressive, with lemon and orange zest flavors that linger on a crisp finish. Drink now through 2021. 120 cases made."
1068,Argyle,2016,Brut Rosé,Artisan Series,$50,89,Argyle 2016 Brut Rosé Willamette Valley Artisan Series,"Wine Spectator Magazine Issue Dec 31, 2020",,Willamette Valley,Willamette Valley,Oregon,US,"A pretty blush bubbly with bright cherry, cranberry and spice flavors that finish on a vibrant accent. Drink now. 2,252 cases made."
1069,Hyland,2016,Chardonnay,,$45,89,Hyland 2016 Chardonnay McMinnville,Wine Spectator Magazine Issue Web Only - 2018,,McMinnville,Willamette Valley,Oregon,US,"Crisp and lively, with appealing pear and creamy spice flavors. Drink now. 290 cases made."
1070,Lemelson,2016,Chardonnay,Reserve,$30,89,Lemelson 2016 Chardonnay Willamette Valley Reserve,"Wine Spectator Magazine Issue Oct 15, 2019",,Willamette Valley,Willamette Valley,Oregon,US,"Elegantly layered, with alluring tropical fruit and pear flavors. Drink now. 531 cases made."
1071,Roco,2016,Chardonnay,Gravel Road,$40,89,Roco 2016 Chardonnay Willamette Valley Gravel Road,Wine Spectator Magazine Issue Web Only - 2018,,Willamette Valley,Willamette Valley,Oregon,US,"Fresh and crisp, with appealing pear, apple and spice flavors that linger. Drink now through 2020. 741 cases made."
1072,Abacela,2016,Grenache,Rosé,$18,88,Abacela 2016 Grenache Umpqua Valley Rosé,Wine Spectator Magazine Issue Web Only - 2017,Rosé,Umpqua Valley,Southern Oregon,Oregon,US,"Crisp and lively, with zesty raspberry and spice flavors. Drink now. 656 cases made."
1073,Cowhorn,2016,Grenache,6,$45,87,Cowhorn 2016 Grenache Applegate Valley 6,Wine Spectator Magazine Issue Web Only - 2020,,Applegate Valley,Southern Oregon,Oregon,US,"A snappy red, with easygoing cherry and licorice flavors. Drink now through 2022. 325 cases made."
1074,Père Ami,2016,Umpqua Valley,,$35,82,Père Ami 2016 Umpqua Valley,Wine Spectator Magazine Issue Web Only - 2019,,Umpqua Valley,Southern Oregon,Oregon,US,"Taut and a touch gamy, with moderate cherry and smoked meat accents. Grenache, Tempranillo and Syrah. Drink now. 500 cases made."
1075,Del Rio,2016,Claret Reserve Red Blend,,$35,87,Del Rio 2016 Claret Reserve Red Blend Rogue Valley,Wine Spectator Magazine Issue Web Only - 2020,,Rogue Valley,Southern Oregon,Oregon,US,"Snappy and straightforward, with appealing cherry and tobacco accents. Merlot, Cabernet Sauvignon, Malbec and Cabernet Franc. Drink now through 2023. 495 cases made."
1076,Sineann,2016,Merlot,,$16,87,Sineann 2016 Red Table Wine Oregon,Wine Spectator Magazine Issue Web Only - 2018,,,,Oregon,US,"A good quaff if an unlikely blend, offering black cherry and spicy espresso flavors. Pinot Noir, Cabernet Sauvignon, Merlot and Cabernet Franc. Drink now through 2021. 400 cases made."
1077,Evening Land,2016,Gamay Noir,Seven Springs,$35,89,Evening Land 2016 Gamay Noir Eola-Amity Hills Seven Springs,Wine Spectator Magazine Issue Web Only - 2018,,Eola-Amity Hills,Willamette Valley,Oregon,US,"Supple and lively, with delicately expressive raspberry and lavender notes that dance lithely along the finish. Drink now. 354 cases made."
1078,Cowhorn,2016,Grenache,6,$45,87,Cowhorn 2016 Grenache Applegate Valley 6,Wine Spectator Magazine Issue Web Only - 2020,,Applegate Valley,Southern Oregon,Oregon,US,"A snappy red, with easygoing cherry and licorice flavors. Drink now through 2022. 325 cases made."
1079,Argyle,2016,Other White Wines,Vintage Grower Series,$28,91,Argyle 2016 Brut Willamette Valley Vintage Grower Series,"Wine Spectator Magazine Issue Dec 31, 2020",Sparkling,Willamette Valley,Willamette Valley,Oregon,US,"Vibrant and fresh, with bright lemon zest and roasted pear flavors with accents of yeast roll and spice. Drink now. 60 cases made."
1080,Cowhorn,2016,Viognier,,$35,91,Cowhorn 2016 Viognier Applegate Valley,"Wine Spectator Magazine Issue Jul 31, 2018",,Applegate Valley,Southern Oregon,Oregon,US,"A lovely wine, fresh and expressive, with peach and lemon flavors accented by lingering spice notes and a lush texture. Drink now. 150 cases made."
1081,Penner-Ash,2016,Other White Wines,,$30,90,Penner-Ash 2016 Viognier Oregon,Wine Spectator Magazine Issue Web Only - 2018,,,,Oregon,US,"Delicate and pretty, with star fruit and lychee nut aromas and supple, oily apricot and lemon flavors that glide along the finish. Drink now. 1,400 cases made."
1082,King Estate,2016,Other White Wines,Cuvée,$40,88,King Estate 2016 Brut Willamette Valley Cuvée,"Wine Spectator Magazine Issue Jun 30, 2021",Sparkling,Willamette Valley,Willamette Valley,Oregon,US,"Spry and medium bodied, with appealing green apple and wild flower accents. Drink now. 900 cases made."
1083,Willamette Valley Vineyards,2016,Other White Wines,,$55,88,Willamette Valley Vineyards 2016 Brut Willamette Valley,Wine Spectator Magazine Issue Web Only - 2019,Sparkling,Willamette Valley,Willamette Valley,Oregon,US,"Spirited and crisp, with lively lemon, kiwifruit and blanched almond flavors. Drink now. 869 cases made."
1084,Anne Amie,2016,Pinot Noir,Prismé Blanc,$45,87,Anne Amie 2016 Pinot Noir Chehalem Mountains Prismé Blanc,Wine Spectator Magazine Issue Web Only - 2020,,Chehalem Mountains,Willamette Valley,Oregon,US,"Easygoing, with strawberry blossom and peach accents. Drink now. 800 cases made."
1085,Sokol Blosser,2016,Other White Wines,,$25,87,Sokol Blosser 2016 Bluebird Cuvée Oregon-Washington,Wine Spectator Magazine Issue Web Only - 2019,,,Oregon-Washington,Oregon,US,"Sleek and easygoing, with crisp lemon, pear and spice flavors. Drink now. 1,000 cases made."
1086,King Estate,2016,Pinot Gris,Pfeiffer,$24,90,King Estate 2016 Pinot Gris Willamette Valley Pfeiffer,"Wine Spectator Magazine Issue Aug 31, 2018",,Willamette Valley,Willamette Valley,Oregon,US,"Sleek and delicate, with floral lemongrass and lime accents that linger on the finish. Drink now. 521 cases made."
1087,Maysara,2016,Pinot Gris,Arsheen Momtazi Vineyard,$16,90,Maysara 2016 Pinot Gris McMinnville Arsheen Momtazi Vineyard,"Wine Spectator Magazine Issue Dec 15, 2017",,McMinnville,Willamette Valley,Oregon,US,"Vibrant and precise, with aromas of pear and nectarine leading to expressive notes of kiwifruit and more nectarine on the palate, as the flavors dance toward a creamy yet crisp finish. Drink now. 1,314 cases made."
1088,Acrobat,2016,Pinot Gris,,$14,89,Acrobat 2016 Pinot Gris Oregon,"Wine Spectator Magazine Issue Feb 28, 2018",,,,Oregon,US,"Floral cantaloupe aromas open to creamy, easygoing pear and spice flavors in this white. Drink now. 90,000 cases made."
1089,Erath,2016,Pinot Gris,,$14,89,Erath 2016 Pinot Gris Oregon,"Wine Spectator Magazine Issue Feb 28, 2019",,,,Oregon,US,"Crisp and floral, with appealing apricot and melon flavors. Drink now. 51,243 cases made."
1090,Siduri,2016,Pinot Gris,Arbre Vert Vineyard,$24,89,Siduri 2016 Pinot Gris Willamette Valley Arbre Vert Vineyard,Wine Spectator Magazine Issue Web Only - 2017,,Willamette Valley,Willamette Valley,Oregon,US,"Vibrant and crisp, with floral kiwifruit and lime flavors that end on a snappy note. Drink now. 129 cases made."
1091,Willamette Valley Vineyards,2016,Pinot Gris,,$17,89,Willamette Valley Vineyards 2016 Pinot Gris Willamette Valley,"Wine Spectator Magazine Issue Feb 28, 2018",,Willamette Valley,Willamette Valley,Oregon,US,"Peach and honeysuckle aromas lead to pretty nectarine and spice flavors. Drink now. 26,000 cases made."
1092,Chehalem,2016,Pinot Gris,Three Vineyard,$20,88,Chehalem 2016 Pinot Gris Willamette Valley Three Vineyard,"Wine Spectator Magazine Issue Dec 15, 2017",,Willamette Valley,Willamette Valley,Oregon,US,"Appealing for the pear and lemons flavors that finish with snappy acidity. Drink now. 3,180 cases made."
1093,Cristom,2016,Pinot Gris,,$20,88,Cristom 2016 Pinot Gris Eola-Amity Hills,"Wine Spectator Magazine Issue Jul 31, 2018",,Eola-Amity Hills,Willamette Valley,Oregon,US,"Vibrant and crisp, with easygoing lime and lemon verbena flavors. Drink now. 1,244 cases made."
1094,Elk Cove,2016,Pinot Gris,,$19,88,Elk Cove 2016 Pinot Gris Willamette Valley,"Wine Spectator Magazine Issue Dec 15, 2017",,Willamette Valley,Willamette Valley,Oregon,US,"Easygoing and lively, with supple lime, pear and mineral notes. Drink now. 16,841 cases made."
1095,King Estate,2016,Pinot Gris,Domaine,$29,88,King Estate 2016 Pinot Gris Willamette Valley Domaine,Wine Spectator Magazine Issue Web Only - 2018,,Willamette Valley,Willamette Valley,Oregon,US,"Delicate and supple, with appealing notes of pear and spicy cinnamon. Drink now. 1,700 cases made."
1096,Lange,2016,Pinot Gris,Reserve,$28,88,Lange 2016 Pinot Gris Willamette Valley Reserve,Wine Spectator Magazine Issue Web Only - 2018,,Willamette Valley,Willamette Valley,Oregon,US,"Expressive apple and tangerine aromas open to supple, fruit-forward flavors that linger. Drink now. 500 cases made."
1097,Panther Creek,2016,Pinot Gris,,$20,88,Panther Creek 2016 Pinot Gris Willamette Valley,"Wine Spectator Magazine Issue Jul 31, 2018",,Willamette Valley,Willamette Valley,Oregon,US,"Crisp and vibrant, with honeysuckle and melon flavors. Drink now. 2,500 cases made."
1098,Raptor Ridge,2016,Pinot Gris,,$20,88,Raptor Ridge 2016 Pinot Gris Willamette Valley,Wine Spectator Magazine Issue Web Only - 2018,,Willamette Valley,Willamette Valley,Oregon,US,"Crisp and precise, with easygoing pear and floral apricot flavors. Drink now. 1,700 cases made."
1099,Carabella,2016,Pinot Gris,,$18,87,Carabella 2016 Pinot Gris Chehalem Mountains,"Wine Spectator Magazine Issue Mar 31, 2018",,Chehalem Mountains,Willamette Valley,Oregon,US,"Delicate and demure, with pear and spice accents. Drink now. 1,050 cases made."
1100,Eola Hills,2016,Pinot Gris,,$12,87,Eola Hills 2016 Pinot Gris Oregon,"Wine Spectator Magazine Issue Jul 31, 2018",,,,Oregon,US,"Crisp and clean, with modest lemon-lime flavors. Drink now. 14,400 cases made."
1101,Montinore,2016,Pinot Gris,,$16,87,Montinore 2016 Pinot Gris Willamette Valley,"Wine Spectator Magazine Issue Mar 31, 2018",,Willamette Valley,Willamette Valley,Oregon,US,"Delicate and quite floral, with appealing pear and apricot flavors. Drink now. 11,728 cases made."
1102,Next,2016,Pinot Gris,,$20,87,Next 2016 Pinot Gris Willamette Valley,Wine Spectator Magazine Issue Web Only - 2018,,Willamette Valley,Willamette Valley,Oregon,US,"Floral star fruit aromas lead to delicate, modest lemon and spice flavors. Drink now. 1,500 cases made."
1103,Ponzi,2016,Pinot Gris,,$19,87,Ponzi 2016 Pinot Gris Willamette Valley,"Wine Spectator Magazine Issue Dec 15, 2017",,Willamette Valley,Willamette Valley,Oregon,US,"Crisp and easygoing, with modest lemon and melon flavors. Drink now. 20,000 cases made."
1104,Sokol Blosser,2016,Pinot Gris,,$22,87,Sokol Blosser 2016 Pinot Gris Dundee Hills,Wine Spectator Magazine Issue Web Only - 2018,,Dundee Hills,Willamette Valley,Oregon,US,"Sleek and demure, with soft apricot and melon flavors. Drink now. 450 cases made."
1105,The Four Graces,2016,Pinot Gris,,$20,87,The Four Graces 2016 Pinot Gris Willamette Valley,Wine Spectator Magazine Issue Web Only - 2018,,Willamette Valley,Willamette Valley,Oregon,US,"Offers easygoing, delicately crisp apricot and quince flavors. Drink now. 4,195 cases made."
1106,Torii Mor,2016,Pinot Gris,,$18,87,Torii Mor 2016 Pinot Gris Willamette Valley,Wine Spectator Magazine Issue Web Only - 2017,,Willamette Valley,Willamette Valley,Oregon,US,"Sleek and precise, with expressive kiwifruit and pear aromas and crisp, stony flavors. Drink now. 1,200 cases made."
1107,A to Z Wineworks,2016,Pinot Gris,,$15,86,A to Z Wineworks 2016 Pinot Gris Oregon,"Wine Spectator Magazine Issue Dec 15, 2017",,,,Oregon,US,"Expressive peach and nectarine aromas open to trim, slightly sour flavors. Drink now. 68,000 cases made."
1108,King Estate,2016,Pinot Gris,Backbone,$27,86,King Estate 2016 Pinot Gris Willamette Valley Backbone,Wine Spectator Magazine Issue Web Only - 2018,,Willamette Valley,Willamette Valley,Oregon,US,"Delicate but pretty, with citrus and dried hay notes. Drink now. 510 cases made."
1109,Wine By Joe,2016,Pinot Gris,,$14,86,Wine By Joe 2016 Pinot Gris Willamette Valley,"Wine Spectator Magazine Issue Mar 31, 2018",,Willamette Valley,Willamette Valley,Oregon,US,"Floral honeydew aromas lead to crisp yet discreet apple and spice flavors. Drink now. 15,000 cases made."
1110,Girardet,2016,Pinot Gris,,$15,85,Girardet 2016 Pinot Gris Umpqua Valley,Wine Spectator Magazine Issue Web Only - 2018,,Umpqua Valley,Southern Oregon,Oregon,US,Appealing for the soft apple and citrus flavors. Drink now. 719 cases made.
1111,King Estate,2016,Pinot Gris,,$19,85,King Estate 2016 Pinot Gris Willamette Valley,Wine Spectator Magazine Issue Web Only - 2018,,Willamette Valley,Willamette Valley,Oregon,US,"Pretty peach sorbet aromas open to soft, reticent citrus flavors. Drink now. 99,500 cases made."
1112,Argyle,2016,Riesling,Nuthouse Master Series,$30,88,Argyle 2016 Riesling Eola-Amity Hills Nuthouse Master Series,"Wine Spectator Magazine Issue Dec 31, 2018",,Eola-Amity Hills,Willamette Valley,Oregon,US,"Delicate and light, with low-key melon, citrus and blanched nut flavors. Drink now. 300 cases made."
1113,Corra,2016,Tail Feathers,,$30,88,Corra 2016 Tail Feathers Rogue Valley,Wine Spectator Magazine Issue Web Only - 2018,,Rogue Valley,Southern Oregon,Oregon,US,"Offers fragrant honeysuckle aromas and soft, supple apricot and spice flavors. Viognier, Muscat and Riesling. Drink now. 275 cases made."
1114,Soter,2016,Rosé Wines,,$65,93,Soter 2016 Brut Rosé Yamhill-Carlton Mineral Springs,"Wine Spectator Magazine Issue Dec 31, 2020",,Yamhill-Carlton,Willamette Valley,Oregon,US,"Elegance in a glass, with refined strawberry, blood orange and rose petal accents that build richness on a long finish. Drink now through 2022. 890 cases made."
1115,Roco,2016,Brut Rosé,,$65,91,Roco 2016 Brut Rosé Willamette Valley,Wine Spectator Magazine Issue Web Only - 2019,,Willamette Valley,Willamette Valley,Oregon,US,"Expressive and spirited, with vibrant cherry blossom, raspberry and toasted cinnamon flavors that build plushness on the long finish. Drink now. 142 cases made."
1116,Argyle,2016,Brut Rosé,Artisan Series,$50,89,Argyle 2016 Brut Rosé Willamette Valley Artisan Series,"Wine Spectator Magazine Issue Dec 31, 2020",,Willamette Valley,Willamette Valley,Oregon,US,"A pretty blush bubbly with bright cherry, cranberry and spice flavors that finish on a vibrant accent. Drink now. 2,252 cases made."
1117,Fischer-Biehl,2016,Rosé Wines,,$18,89,Fischer-Biehl 2016 Pinot Noir Oregon Rosé Pink Link,"Wine Spectator Magazine Issue Dec 15, 2017",,,,Oregon,US,"Floral and snappy, with appealing strawberry and watermelon flavors. Drink now. 800 cases made."
1118,Ponzi,2016,Pinot Noir,Rosé,$22,89,Ponzi 2016 Pinot Noir Willamette Valley Rosé,"Wine Spectator Magazine Issue Dec 15, 2017",Rosé,Willamette Valley,Willamette Valley,Oregon,US,"Sleek and crisp, with expressive watermelon and cherry flavors. Drink now. 1,000 cases made."
1119,Toil Oregon,2016,Pinot Noir,Rose,$25,89,Toil Oregon 2016 Pinot Noir Willamette Valley Rose,Wine Spectator Magazine Issue Web Only - 2017,,Willamette Valley,Willamette Valley,Oregon,US,"Zesty and focused, with floral strawberry and peach aromas and crisp, lively flavors. Drink now. 160 cases made."
1120,A to Z Wineworks,2016,Rosé Wines,,$15,88,A to Z Wineworks 2016 Rosé Oregon,Wine Spectator Magazine Issue Web Only - 2017,,,,Oregon,US,"Expressive cinnamon candy aromas open to zesty, full-bodied cherry and spice flavors. Sangiovese. Drink now. 12,325 cases made."
1121,Abacela,2016,Grenache,Rosé,$18,88,Abacela 2016 Grenache Umpqua Valley Rosé,Wine Spectator Magazine Issue Web Only - 2017,Rosé,Umpqua Valley,Southern Oregon,Oregon,US,"Crisp and lively, with zesty raspberry and spice flavors. Drink now. 656 cases made."
1122,Sokol Blosser,2016,Pinot Noir,Rosé Estate Cuvèe,$22,88,Sokol Blosser 2016 Pinot Noir Dundee Hills Rosé Estate Cuvèe,"Wine Spectator Magazine Issue Dec 15, 2017",,Dundee Hills,Willamette Valley,Oregon,US,"Vibrant and snappy, with floral watermelon and tangerine aromas, and zesty flavors. Drink now. 5,300 cases made."
1123,Sokol Blosser,2016,Rosé Pinot Noir,Blossom Ridge,$60,88,Sokol Blosser 2016 Rosé Pinot Noir Eola-Amity Hills Blossom Ridge,Wine Spectator Magazine Issue Web Only - 2020,,Eola-Amity Hills,Willamette Valley,Oregon,US,"Fun to sip, this is loaded with spiced nut and strawberry flavors that finish with a hint of sweetness. Drink now. 511 cases made."
1124,Torii Mor,2016,Pinot Noir,Rose,$18,84,Torii Mor 2016 Pinot Noir Willamette Valley Rose,Wine Spectator Magazine Issue Web Only - 2017,,Willamette Valley,Willamette Valley,Oregon,US,Floral strawberry aromas lead to reticent watermelon flavors. Drink now. 500 cases made.
1125,Adelsheim,2016,Pinot Noir,Rosé,$25,83,Adelsheim 2016 Pinot Noir Willamette Valley Rosé,Wine Spectator Magazine Issue Web Only - 2017,Rosé,Willamette Valley,Willamette Valley,Oregon,US,"Offers modest strawberry and mineral notes. Drink now. 1,237 cases made."
1126,Willamette Valley Vineyards,2016,Pinot Noir,Rosé Whole Cluster,$18,81,Willamette Valley Vineyards 2016 Pinot Noir Willamette Valley Rosé Whole Cluster,Wine Spectator Magazine Issue Web Only - 2017,,Willamette Valley,Willamette Valley,Oregon,US,"Soft and straightforward, with floral strawberry aromas and creamy, easygoing flavors. Drink now. 7,000 cases made."
1127,Eola Hills,2016,Rosé Pinot Noir,,$42,80,Eola Hills 2016 Rosé Pinot Noir Willamette Valley,Wine Spectator Magazine Issue Web Only - 2019,,Willamette Valley,Willamette Valley,Oregon,US,"Angular and unfocused, with offbeat and slightly tannic flavors. Drink now. 448 cases made."
1128,King Estate,2016,Sauvignon Blanc,Croft,$28,88,King Estate 2016 Sauvignon Blanc Willamette Valley Croft,"Wine Spectator Magazine Issue Dec 31, 2018",,Willamette Valley,Willamette Valley,Oregon,US,"Delicately zesty, with easygoing lime and fresh hay accents. Drink now. 306 cases made."
1129,J. Christopher,2016,Sauvignon Blanc,,$20,87,J. Christopher 2016 Sauvignon Blanc Willamette Valley,Wine Spectator Magazine Issue Web Only - 2018,,Willamette Valley,Willamette Valley,Oregon,US,"Lively and easygoing, with citrus, dried hay and spice accents. Drink now. 1,058 cases made."
